year,location,percent_obese
2021,Mississippi,38.1
2021,Montana,34.3
2021,Arizona,31.1
2021,Delaware,31.7
2021,Washington,24.5
2021,Pennsylvania,37.4
2021,Utah,34.4
2021,Massachusetts,28.9
2021,Illinois,29.2
2021,Arkansas,42.5
2021,Pennsylvania,33.3
2021,Guam,34.8
2021,Virgin Islands,39.7
2021,Minnesota,40.1
2021,Rhode Island,32.4
2021,New Jersey,32.4
2021,South Carolina,45.7
2021,Wisconsin,33.9
2021,Minnesota,36.3
2021,Alabama,34.3
2021,North Dakota,28.5
2021,Indiana,38.7
2021,Nevada,29.4
2021,New Hampshire,38.8
2021,Oregon,37.5
2021,California,35.7
2021,Nebraska,35.9
2021,North Carolina,32.5
2021,Virgin Islands,36.7
2021,Ohio,42.1
2021,Maine,36.7
2021,Vermont,33.0
2021,Kansas,40.3
2021,Alabama,46.4
2021,Nevada,39.0
2021,Oklahoma,39.8
2021,California,33.9
2021,Georgia,33.9
2021,West Virginia,40.7
2021,Virgin Islands,27.5
2021,District of Columbia,17.8
2021,Alaska,26.4
2021,Texas,38.6
2021,Georgia,42.2
2021,Missouri,17.4
2021,Mississippi,33.9
2021,Alabama,49.7
2021,Maryland,40.7
2021,South Dakota,42.4
2021,District of Columbia,8.4
2021,Alaska,28.5
2021,South Dakota,41.7
2021,Massachusetts,21.2
2021,South Carolina,36.7
2021,Massachusetts,32.1
2021,Iowa,44.2
2021,Utah,31.9
2021,Massachusetts,35.3
2021,South Dakota,44.8
2021,Pennsylvania,32.7
2021,Indiana,33.1
2021,Michigan,33.9
2021,Colorado,33.0
2021,New Jersey,26.3
2021,Connecticut,35.5
2021,Minnesota,34.8
2021,Tennessee,39.8
2021,Mississippi,45.3
2021,Guam,43.9
2021,New Hampshire,31.0
2021,North Carolina,36.5
2021,Wisconsin,31.0
2021,Maine,31.8
2021,North Dakota,41.9
2021,Tennessee,47.3
2021,Michigan,39.6
2021,Arizona,30.7
2021,Alabama,38.0
2021,New York,33.5
2021,Puerto Rico,35.8
2021,Wisconsin,28.3
2021,Vermont,29.2
2021,South Dakota,28.9
2021,Wisconsin,44.8
2021,Kentucky,28.2
2021,Texas,31.1
2021,Idaho,31.8
2021,West Virginia,43.1
2021,Montana,33.2
2021,Tennessee,35.0
2021,Washington,33.3
2021,Colorado,23.1
2021,Illinois,45.5
2021,Alaska,37.0
2021,Missouri,39.3
2021,Tennessee,43.8
2021,Vermont,29.0
2021,Illinois,19.3
2021,Colorado,8.1
2021,Pennsylvania,36.1
2021,Kansas,36.8
2021,Nevada,23.1
2021,Utah,26.6
2021,Nebraska,16.3
2021,North Dakota,51.5
2021,Ohio,39.5
2021,Alabama,36.8
2021,Wyoming,34.9
2021,Texas,38.6
2021,New Mexico,35.6
2021,California,26.9
2021,Montana,34.3
2021,Georgia,28.6
2021,Hawaii,28.3
2021,Illinois,42.2
2021,Washington,46.9
2021,Arizona,42.5
2021,Missouri,32.1
2021,Texas,35.1
2021,Colorado,27.5
2021,Michigan,33.9
2021,Kentucky,47.8
2021,Missouri,42.7
2021,Alaska,42.9
2021,Colorado,31.8
2021,Maryland,31.2
2021,Maine,6.7
2021,Massachusetts,35.1
2021,Puerto Rico,29.6
2021,Guam,39.2
2021,South Dakota,44.4
2021,South Dakota,40.7
2021,Arkansas,38.7
2021,Indiana,37.4
2021,Maine,35.1
2021,Colorado,31.7
2021,Virginia,38.4
2021,Missouri,43.1
2021,New York,20.8
2021,Minnesota,32.4
2021,Tennessee,33.0
2021,Puerto Rico,34.6
2021,Nebraska,33.1
2021,Nevada,35.9
2021,Washington,30.7
2021,Mississippi,40.8
2021,Washington,18.3
2021,Minnesota,35.9
2021,Oregon,33.3
2021,Georgia,35.8
2021,Connecticut,32.0
2021,Puerto Rico,36.0
2021,North Dakota,44.2
2021,Michigan,33.7
2021,Michigan,37.0
2021,Oregon,29.8
2021,Alaska,31.4
2021,Pennsylvania,26.8
2021,Alabama,42.6
2021,Nebraska,36.3
2021,Idaho,34.1
2021,New York,27.0
2021,Wisconsin,32.3
2021,Kentucky,44.3
2021,Arizona,32.6
2021,Virginia,30.1
2021,Wyoming,31.5
2021,Virgin Islands,56.9
2021,Illinois,40.0
2021,Tennessee,33.8
2021,Alabama,46.2
2021,Tennessee,33.1
2021,Louisiana,41.5
2021,Connecticut,33.2
2021,Iowa,45.2
2021,North Carolina,33.0
2021,Colorado,22.0
2021,Louisiana,36.0
2021,Pennsylvania,34.0
2021,Alaska,39.1
2021,Colorado,28.2
2021,New Jersey,28.2
2021,Guam,29.9
2021,Utah,33.5
2021,Kansas,42.7
2021,South Carolina,32.5
2021,Utah,34.9
2021,Arizona,48.9
2021,Wyoming,33.4
2021,Indiana,35.4
2021,New Mexico,25.1
2021,Puerto Rico,34.1
2021,Rhode Island,28.7
2021,West Virginia,35.4
2021,Louisiana,38.6
2021,West Virginia,41.8
2021,North Dakota,33.3
2021,Hawaii,27.0
2021,Louisiana,36.7
2021,Illinois,34.2
2021,Oregon,33.4
2021,Kansas,38.8
2021,Washington,29.3
2021,Iowa,36.9
2021,Ohio,37.8
2021,California,26.7
2021,Nebraska,37.3
2021,Delaware,38.7
2021,District of Columbia,39.8
2021,South Carolina,47.1
2021,Ohio,12.6
2021,Wyoming,26.9
2021,Delaware,38.3
2021,Arkansas,34.8
2021,Utah,31.0
2021,Ohio,34.5
2021,Wisconsin,33.3
2021,Maryland,32.3
2021,Rhode Island,20.1
2021,Montana,27.5
2021,Guam,37.3
2021,Georgia,39.0
2021,Maryland,38.9
2021,Connecticut,26.5
2021,Texas,47.6
2021,Arizona,34.5
2021,New York,35.0
2021,Nevada,37.4
2021,Connecticut,33.4
2021,Mississippi,47.0
2021,Delaware,35.6
2021,Virginia,34.9
2021,Kansas,11.0
2021,Oklahoma,50.0
2021,Kentucky,49.0
2021,Wisconsin,33.1
2021,Arkansas,37.6
2021,California,26.1
2021,Tennessee,32.5
2021,Alaska,36.7
2021,Texas,42.5
2021,New Mexico,37.9
2021,Nevada,21.0
2021,New Jersey,28.8
2021,New Hampshire,26.3
2021,District of Columbia,26.3
2021,Minnesota,35.8
2021,Michigan,35.5
2021,Louisiana,36.8
2021,New Hampshire,27.9
2021,New Hampshire,34.0
2021,Rhode Island,30.7
2021,Texas,43.5
2021,Iowa,36.4
2021,Montana,35.4
2021,Mississippi,40.0
2021,Nebraska,35.0
2021,Virginia,41.4
2021,Idaho,38.4
2021,Massachusetts,26.3
2021,West Virginia,44.6
2021,Delaware,31.0
2021,Arkansas,29.9
2021,North Carolina,33.9
2021,Alabama,45.8
2021,Rhode Island,33.9
2021,Pennsylvania,41.1
2021,Maryland,19.7
2021,Arkansas,45.3
2021,Hawaii,25.2
2021,Vermont,34.1
2021,Vermont,25.8
2021,Minnesota,32.4
2021,Nebraska,41.0
2021,Alabama,44.4
2021,Guam,33.8
2021,South Carolina,52.4
2021,Montana,25.1
2021,Arkansas,38.6
2021,Massachusetts,27.0
2021,District of Columbia,13.0
2021,Virgin Islands,48.2
2021,Rhode Island,30.1
2021,New Jersey,23.8
2021,Maryland,26.2
2021,Iowa,37.7
2021,Washington,31.6
2021,Utah,32.9
2021,Hawaii,17.9
2021,Illinois,38.1
2021,Colorado,24.5
2021,North Dakota,37.3
2021,Mississippi,39.1
2021,Alabama,30.9
2021,Hawaii,28.4
2021,Virginia,17.4
2021,New Jersey,34.4
2021,Iowa,36.3
2021,New Mexico,35.7
2021,New Mexico,35.6
2021,South Carolina,35.2
2021,Massachusetts,30.2
2021,Guam,36.0
2021,Ohio,45.7
2021,Kentucky,46.8
2021,Maryland,30.1
2021,Missouri,38.2
2021,Kansas,31.1
2021,Ohio,27.6
2021,Maine,39.0
2021,North Carolina,29.5
2021,New Jersey,26.4
2021,Washington,33.6
2021,Hawaii,25.0
2021,Hawaii,16.1
2021,North Dakota,42.5
2021,Ohio,40.1
2021,Nebraska,37.3
2021,Missouri,41.1
2021,Iowa,37.0
2021,Maine,27.8
2021,Idaho,38.1
2021,Pennsylvania,37.5
2021,Michigan,37.0
2021,Kansas,55.8
2021,Idaho,31.4
2021,Arkansas,39.0
2021,Oregon,36.8
2021,Tennessee,43.3
2021,Rhode Island,34.2
2021,Puerto Rico,32.1
2021,Iowa,21.7
2021,Idaho,27.0
2021,Utah,34.8
2021,Georgia,37.9
2021,Oklahoma,44.7
2021,North Dakota,33.9
2021,Utah,30.9
2021,Indiana,46.5
2021,Kansas,41.0
2021,Nevada,41.3
2021,Missouri,37.8
2021,New York,28.4
2021,Wyoming,35.1
2021,Vermont,35.0
2021,South Dakota,49.7
2021,Nevada,31.0
2021,New York,30.6
2021,Connecticut,23.5
2021,Louisiana,42.8
2021,Texas,44.5
2021,West Virginia,30.4
2021,North Carolina,41.3
2021,Louisiana,30.0
2021,Delaware,33.9
2021,New Hampshire,12.9
2021,District of Columbia,34.2
2021,Oregon,34.7
2021,Alaska,36.2
2021,Wisconsin,39.5
2021,Virginia,41.4
2021,Texas,37.9
2021,New Hampshire,25.9
2021,Washington,29.5
2021,South Dakota,35.0
2021,Montana,36.0
2021,North Carolina,45.2
2021,Guam,28.2
2021,Rhode Island,24.9
2021,District of Columbia,27.8
2021,New York,34.2
2021,Texas,36.1
2021,Maryland,34.3
2021,Indiana,42.0
2021,Colorado,27.8
2021,Illinois,24.4
2021,Massachusetts,26.8
2021,South Carolina,32.9
2021,Iowa,33.1
2021,New York,22.8
2021,North Dakota,28.0
2021,Utah,30.5
2021,Nebraska,36.9
2021,Ohio,34.9
2021,Kansas,36.1
2021,California,37.0
2021,Maine,39.1
2021,Illinois,33.6
2021,Indiana,41.9
2021,Michigan,36.0
2021,Oklahoma,41.3
2021,California,33.7
2021,Rhode Island,38.0
2021,Virginia,24.7
2021,Tennessee,36.3
2021,California,19.5
2021,Wisconsin,16.5
2021,Guam,26.8
2021,Arizona,36.9
2021,Nebraska,42.3
2021,North Dakota,18.0
2021,Missouri,36.8
2021,Kentucky,41.0
2021,Delaware,36.1
2021,Virginia,30.2
2021,Michigan,37.9
2021,Pennsylvania,40.9
2021,West Virginia,40.4
2021,South Dakota,39.5
2021,Illinois,39.5
2021,Oregon,30.6
2021,Kentucky,41.7
2021,Maryland,36.5
2021,Minnesota,38.3
2021,Louisiana,34.6
2021,Missouri,40.5
2021,South Carolina,39.9
2021,Iowa,37.5
2021,New Jersey,10.3
2021,Indiana,32.6
2021,Nebraska,46.1
2021,Oregon,38.5
2021,Pennsylvania,29.7
2021,Oklahoma,39.1
2021,North Carolina,51.5
2021,Utah,30.3
2021,Connecticut,36.0
2021,Alabama,34.1
2021,Arizona,35.8
2021,District of Columbia,24.0
2021,New Mexico,33.5
2021,Nevada,30.8
2021,Oklahoma,44.8
2021,Idaho,33.1
2021,Wisconsin,27.1
2021,Guam,39.7
2021,West Virginia,40.3
2021,Vermont,22.4
2021,District of Columbia,15.5
2021,Georgia,16.5
2021,Louisiana,38.3
2021,Virginia,35.1
2021,Minnesota,34.1
2021,South Carolina,39.1
2021,North Carolina,38.7
2021,New York,36.8
2021,Virgin Islands,33.0
2021,Wyoming,34.2
2021,Virgin Islands,52.2
2021,Delaware,39.3
2021,Hawaii,22.6
2021,Arizona,33.6
2021,Wyoming,32.4
2021,Alaska,33.3
2021,Vermont,35.2
2021,Illinois,38.5
2021,Massachusetts,31.6
2021,Kansas,40.9
2021,Kentucky,47.1
2021,Vermont,35.0
2021,Virgin Islands,38.6
2021,Kentucky,40.3
2021,Indiana,38.7
2021,Wisconsin,34.5
2021,Louisiana,40.5
2021,North Carolina,39.1
2021,South Dakota,43.9
2021,Rhode Island,31.1
2021,Colorado,23.7
2021,Maine,33.1
2021,Utah,27.4
2021,Pennsylvania,36.5
2021,Tennessee,30.1
2021,Virgin Islands,28.6
2021,New York,35.2
2021,Mississippi,40.6
2021,Nebraska,37.2
2021,Utah,32.2
2021,Oklahoma,42.8
2021,Ohio,35.7
2021,California,22.9
2021,Minnesota,31.0
2021,Wisconsin,29.6
2021,Georgia,32.0
2021,Alaska,35.5
2021,Washington,22.3
2021,Rhode Island,26.1
2021,Georgia,19.4
2021,West Virginia,34.9
2021,Delaware,31.4
2021,Alabama,41.1
2021,New Hampshire,39.7
2021,California,31.7
2021,Kentucky,48.8
2021,Oklahoma,40.7
2021,Wyoming,28.8
2021,Montana,39.6
2021,Missouri,36.5
2021,District of Columbia,42.3
2021,Virginia,38.9
2021,Tennessee,37.1
2021,New York,29.5
2021,New Hampshire,33.3
2021,Maryland,31.2
2021,New Hampshire,17.0
2021,Indiana,38.2
2021,Pennsylvania,10.6
2021,Maryland,38.4
2021,Minnesota,21.9
2021,West Virginia,44.7
2021,Guam,22.2
2021,North Carolina,34.8
2021,Delaware,17.0
2021,Idaho,31.0
2021,Kentucky,43.4
2021,Texas,39.1
2021,Arkansas,35.0
2021,Texas,26.5
2021,South Carolina,48.1
2021,Puerto Rico,42.2
2021,Vermont,28.6
2021,Montana,35.2
2021,Minnesota,27.4
2021,Hawaii,29.2
2021,Utah,11.1
2021,Illinois,32.4
2021,Oregon,35.8
2021,Nevada,16.2
2021,Arizona,29.2
2021,Kansas,38.3
2021,Virgin Islands,51.3
2021,New York,40.4
2021,Mississippi,26.4
2021,Massachusetts,34.9
2021,Maine,36.5
2021,Ohio,35.1
2021,Tennessee,12.4
2021,Ohio,42.1
2021,Montana,35.7
2021,Maryland,16.0
2021,South Dakota,40.3
2021,New Jersey,27.5
2021,Alabama,46.6
2021,Louisiana,45.4
2021,Arizona,31.3
2021,Connecticut,35.5
2021,Hawaii,21.5
2021,Colorado,27.5
2021,Virginia,33.6
2021,New Jersey,36.0
2021,Oklahoma,46.0
2021,Puerto Rico,31.2
2021,New Mexico,23.0
2021,New Mexico,27.5
2021,Tennessee,42.1
2021,New Jersey,24.2
2021,Hawaii,22.6
2021,Michigan,25.9
2021,Wisconsin,38.4
2021,New Jersey,32.2
2021,West Virginia,39.4
2021,North Dakota,37.5
2021,Michigan,41.3
2021,Montana,33.1
2021,Mississippi,47.9
2021,Virginia,32.9
2021,Washington,40.6
2021,Indiana,34.9
2021,Delaware,33.9
2021,Idaho,16.0
2021,South Carolina,40.6
2021,Rhode Island,13.4
2021,Nebraska,34.4
2021,North Carolina,37.9
2021,Idaho,32.9
2021,Puerto Rico,37.5
2021,South Dakota,54.6
2021,North Dakota,35.6
2021,Arkansas,45.3
2021,Arizona,36.3
2021,Georgia,28.7
2021,Vermont,31.0
2021,West Virginia,40.6
2021,Maryland,34.7
2021,Texas,42.2
2021,Nevada,39.6
2021,New Hampshire,30.6
2021,Guam,30.7
2021,Georgia,35.7
2021,Missouri,41.7
2021,Virginia,15.1
2021,Minnesota,28.0
2021,Alaska,28.8
2021,Wyoming,31.3
2021,Kansas,39.1
2021,Puerto Rico,23.4
2021,Oregon,28.6
2021,Connecticut,30.0
2021,Wisconsin,42.4
2021,Iowa,41.6
2021,Idaho,31.6
2021,Washington,9.6
2021,Louisiana,32.7
2021,Texas,22.1
2021,North Dakota,40.6
2021,Guam,17.6
2021,Rhode Island,34.6
2021,South Dakota,40.7
2021,North Dakota,35.2
2021,New Hampshire,26.5
2021,Kansas,38.7
2021,Oregon,33.7
2021,Mississippi,39.6
2021,Connecticut,20.0
2021,Illinois,34.7
2021,South Dakota,39.7
2021,Iowa,40.8
2021,Alaska,32.3
2021,New York,29.8
2021,Wisconsin,33.1
2021,New York,28.5
2021,North Carolina,20.5
2021,New Hampshire,39.5
2021,Kentucky,39.3
2021,Virginia,31.6
2021,Kentucky,38.6
2021,Maine,31.7
2021,Wisconsin,44.9
2021,Idaho,27.7
2021,Arizona,25.5
2021,Pennsylvania,40.0
2021,Connecticut,34.1
2021,Wyoming,39.0
2021,Vermont,30.1
2021,Oregon,13.2
2021,Arkansas,42.6
2021,South Carolina,36.1
2021,Kentucky,39.8
2021,Washington,29.5
2021,Guam,38.8
2021,Louisiana,45.2
2021,Missouri,30.5
2021,Nevada,31.7
2021,Mississippi,36.7
2021,Missouri,37.3
2021,Indiana,22.5
2021,Washington,28.8
2021,Texas,35.7
2021,Colorado,20.5
2021,Colorado,27.2
2021,Utah,23.1
2021,North Carolina,32.0
2021,Illinois,41.9
2021,Michigan,33.9
2021,Ohio,42.1
2021,Kansas,39.1
2021,New Jersey,21.9
2021,Indiana,42.1
2021,Kansas,42.8
2021,Oklahoma,42.4
2021,Maine,30.7
2021,Nevada,31.6
2021,New York,30.8
2021,Connecticut,33.7
2021,Iowa,38.0
2021,District of Columbia,38.8
2021,Alaska,32.3
2021,West Virginia,41.0
2021,Oregon,24.9
2021,Virginia,35.9
2021,Nebraska,34.9
2021,Missouri,40.3
2021,Arizona,31.1
2021,Virgin Islands,39.0
2021,Delaware,32.5
2021,District of Columbia,24.7
2021,Louisiana,44.9
2021,Maryland,34.8
2021,Colorado,22.9
2021,Michigan,30.1
2021,Michigan,9.3
2021,Montana,40.2
2021,South Dakota,36.1
2021,New Mexico,38.2
2021,Ohio,39.7
2021,District of Columbia,35.9
2021,Tennessee,38.0
2021,Massachusetts,27.7
2021,Puerto Rico,39.0
2021,Utah,26.7
2021,Georgia,28.5
2021,New Mexico,38.1
2021,Oklahoma,40.9
2021,Puerto Rico,36.1
2021,Pennsylvania,36.0
2021,Ohio,42.6
2021,Oklahoma,43.4
2021,Arkansas,39.8
2021,Washington,32.8
2021,Connecticut,34.8
2021,Kentucky,41.3
2021,Arkansas,36.7
2021,Maryland,38.1
2021,Minnesota,33.7
2021,Idaho,35.2
2021,South Carolina,33.8
2021,North Carolina,33.8
2021,Mississippi,38.1
2021,North Dakota,35.6
2021,Nebraska,31.2
2021,Virginia,36.5
2021,Alabama,40.5
2021,Delaware,38.8
2021,Arkansas,38.7
2021,Pennsylvania,37.0
2021,Montana,36.5
2021,Vermont,25.2
2021,Virginia,46.7
2021,North Carolina,38.4
2021,West Virginia,44.3
2021,Oklahoma,39.4
2021,Washington,38.0
2021,Kentucky,44.0
2021,Connecticut,29.2
2021,Minnesota,37.3
2021,Massachusetts,27.4
2021,Oregon,27.5
2021,Illinois,39.1
2021,New Jersey,15.8
2021,Guam,33.5
2021,Louisiana,42.9
2021,Alaska,20.7
2021,South Carolina,29.7
2021,New Hampshire,27.8
2021,Utah,35.0
2021,Guam,31.6
2021,Colorado,30.6
2021,Missouri,36.6
2021,Ohio,39.7
2021,Oklahoma,39.8
2021,Arizona,14.2
2021,Alabama,40.3
2021,Maine,36.8
2021,Nevada,32.6
2021,North Dakota,41.6
2021,Puerto Rico,45.4
2021,Vermont,32.8
2021,Oklahoma,39.9
2021,Kansas,41.2
2021,Michigan,33.5
2021,Rhode Island,35.5
2021,Wisconsin,23.1
2021,Georgia,32.7
2021,Tennessee,33.2
2021,West Virginia,39.8
2021,Louisiana,34.4
2021,California,27.6
2021,Hawaii,50.3
2021,Massachusetts,27.4
2021,Delaware,32.9
2021,California,19.6
2021,Nebraska,36.5
2021,Washington,32.4
2021,New Mexico,26.7
2021,Hawaii,34.8
2021,Indiana,37.1
2021,Oregon,37.5
2021,Missouri,44.3
2021,New Hampshire,29.4
2021,District of Columbia,26.2
2021,Virgin Islands,59.7
2021,Rhode Island,40.8
2021,Montana,26.8
2021,Alaska,32.2
2021,New York,27.1
2021,Washington,38.3
2021,Massachusetts,11.3
2021,California,26.5
2021,Indiana,33.2
2021,Iowa,34.7
2021,New Jersey,28.7
2021,New York,31.7
2021,Arizona,39.2
2021,Virginia,27.0
2021,Utah,31.4
2021,Indiana,42.4
2021,Guam,18.2
2021,Idaho,27.1
2021,District of Columbia,34.6
2021,Delaware,40.8
2021,Nebraska,39.3
2021,Kentucky,41.6
2021,Arkansas,35.9
2021,Tennessee,40.4
2021,Mississippi,42.7
2021,Wisconsin,30.5
2021,New Mexico,38.7
2021,Nevada,29.5
2021,Minnesota,36.1
2021,New Hampshire,34.0
2021,Michigan,39.6
2021,Louisiana,38.9
2021,Minnesota,17.5
2021,North Carolina,34.1
2021,Rhode Island,34.7
2021,North Dakota,32.0
2021,Mississippi,51.6
2021,Delaware,40.0
2021,Kansas,35.6
2021,Oklahoma,41.1
2021,Guam,26.7
2021,Virgin Islands,12.6
2021,Idaho,33.9
2021,Virginia,38.4
2021,Tennessee,32.8
2021,Arkansas,42.8
2021,Vermont,26.8
2021,Illinois,44.4
2021,Montana,18.9
2021,New Jersey,30.6
2021,Alabama,45.8
2021,Virgin Islands,33.4
2021,South Carolina,19.1
2021,Louisiana,43.0
2021,North Carolina,46.5
2021,Nebraska,19.0
2021,Maryland,37.0
2021,Hawaii,29.5
2021,Pennsylvania,34.3
2021,Vermont,18.4
2021,Rhode Island,29.8
2021,New Mexico,36.9
2021,New York,29.6
2021,Virgin Islands,46.2
2021,Ohio,43.5
2021,California,31.0
2021,South Carolina,35.6
2021,Wyoming,30.6
2021,Hawaii,22.4
2021,Ohio,33.5
2021,Oklahoma,47.1
2021,Arizona,27.4
2021,West Virginia,42.8
2021,Hawaii,26.1
2021,Washington,22.2
2021,North Dakota,34.7
2021,Washington,35.4
2021,Georgia,34.5
2021,Georgia,28.3
2021,Delaware,17.5
2021,Iowa,36.4
2021,Kansas,39.5
2021,Utah,16.7
2021,North Carolina,36.0
2021,California,29.6
2021,Texas,28.3
2021,Wyoming,29.6
2021,Georgia,29.8
2021,South Carolina,36.3
2021,Alaska,33.5
2021,District of Columbia,25.0
2021,Massachusetts,25.7
2021,Montana,31.9
2021,Arizona,31.7
2021,Wisconsin,32.9
2021,Kansas,36.0
2021,South Dakota,44.8
2021,Rhode Island,35.1
2021,Texas,30.6
2021,Puerto Rico,39.8
2021,Nevada,25.1
2021,Maryland,39.4
2021,Delaware,31.7
2021,Iowa,37.8
2021,Indiana,39.0
2021,Guam,50.4
2021,New Jersey,36.4
2021,Puerto Rico,27.2
2021,Alaska,33.9
2021,New Mexico,29.9
2021,Oklahoma,36.4
2021,New Mexico,50.1
2021,Kansas,45.7
2021,Pennsylvania,29.1
2021,Minnesota,36.3
2021,South Dakota,33.4
2021,Vermont,30.2
2021,Oregon,27.3
2021,Wisconsin,40.1
2021,North Dakota,31.6
2021,Oregon,33.8
2021,Georgia,37.4
2021,Mississippi,31.5
2021,Maine,31.6
2021,Maine,29.4
2021,New Hampshire,33.6
2021,Washington,26.9
2021,Idaho,39.1
2021,New Hampshire,36.4
2021,Arizona,31.6
2021,North Carolina,35.4
2021,Illinois,38.8
2021,Idaho,31.0
2021,Massachusetts,34.0
2021,Wyoming,35.0
2021,North Carolina,44.1
2021,Oregon,35.2
2021,Guam,32.5
2021,North Dakota,40.1
2021,Colorado,25.8
2021,Hawaii,22.7
2021,Illinois,33.1
2021,Indiana,39.5
2021,Louisiana,41.8
2021,Alabama,40.8
2021,Nevada,31.3
2021,Utah,28.7
2021,Iowa,14.8
2021,South Carolina,41.7
2021,Wyoming,31.9
2021,Texas,39.4
2021,New Mexico,36.7
2021,Hawaii,24.0
2021,New Jersey,28.8
2021,New Jersey,33.5
2021,New York,36.0
2021,Tennessee,25.8
2021,Iowa,36.6
2021,West Virginia,42.9
2021,Texas,36.6
2021,Ohio,37.6
2021,Missouri,41.5
2021,North Dakota,33.1
2021,Colorado,28.0
2021,Wyoming,31.9
2021,Ohio,37.6
2021,Kansas,37.1
2021,Michigan,31.0
2021,Montana,33.8
2021,Puerto Rico,34.3
2021,Ohio,36.5
2021,Maryland,35.5
2021,Iowa,32.7
2021,Connecticut,44.4
2021,Indiana,44.3
2021,Connecticut,30.7
2021,California,23.9
2021,Pennsylvania,34.1
2021,New Mexico,23.9
2021,Maine,38.1
2021,Georgia,33.5
2021,Michigan,34.9
2021,Missouri,32.5
2021,Kentucky,45.5
2021,Maryland,38.3
2021,Wyoming,33.6
2021,Connecticut,13.6
2021,West Virginia,42.1
2021,South Carolina,37.1
2021,Illinois,32.4
2021,Pennsylvania,31.0
2021,Tennessee,28.9
2021,Minnesota,30.8
2021,Nevada,33.1
2021,Alabama,25.4
2021,Virginia,34.2
2021,Indiana,36.0
2021,Puerto Rico,37.8
2021,Mississippi,41.5
2021,California,9.4
2021,North Carolina,16.8
2021,Indiana,10.4
2021,Pennsylvania,32.6
2021,New Mexico,28.5
2021,Vermont,34.9
2021,Idaho,32.0
2021,Alabama,42.8
2021,Minnesota,35.6
2021,South Carolina,41.2
2021,Nevada,28.2
2021,South Dakota,37.2
2021,New York,28.7
2021,District of Columbia,30.5
2021,Louisiana,23.0
2021,Connecticut,35.5
2021,Oregon,16.9
2021,Virgin Islands,30.9
2021,West Virginia,45.2
2021,Alaska,31.2
2021,Virginia,36.7
2021,Delaware,44.5
2021,Vermont,43.5
2021,Texas,31.5
2021,Alabama,38.8
2021,Wisconsin,36.6
2021,Alaska,26.1
2021,Washington,37.8
2021,North Carolina,43.2
2021,Guam,38.1
2021,Arizona,27.4
2021,District of Columbia,25.2
2021,South Dakota,38.4
2021,California,28.7
2021,Wisconsin,37.5
2021,Tennessee,33.0
2021,Massachusetts,36.0
2021,Michigan,34.4
2021,Illinois,36.1
2021,Rhode Island,36.8
2021,Colorado,25.6
2021,Colorado,28.5
2021,Ohio,36.5
2021,Puerto Rico,30.5
2021,Texas,24.5
2021,Rhode Island,28.0
2021,New Hampshire,36.9
2021,Illinois,36.5
2021,Georgia,38.5
2021,Alaska,31.8
2021,Wyoming,43.5
2021,Oklahoma,42.0
2021,Iowa,36.4
2021,Wisconsin,55.1
2021,New Jersey,35.5
2021,California,32.4
2021,Maine,27.5
2021,Connecticut,30.1
2021,Alaska,34.9
2021,West Virginia,41.2
2021,Montana,32.6
2021,North Carolina,39.0
2021,Washington,28.3
2021,Nebraska,39.5
2021,New Hampshire,32.5
2021,Kentucky,35.5
2021,California,29.7
2021,Arizona,20.7
2021,Mississippi,34.8
2021,Kentucky,31.4
2021,Pennsylvania,36.3
2021,Hawaii,31.3
2021,Arkansas,33.4
2021,Connecticut,32.6
2021,Missouri,26.3
2021,Wyoming,32.0
2021,Alaska,39.1
2021,Iowa,46.1
2021,New Hampshire,39.7
2021,Colorado,13.8
2021,Arizona,35.8
2021,Michigan,22.9
2021,Utah,37.0
2021,Maryland,35.4
2021,Arizona,28.3
2021,Nevada,33.1
2021,West Virginia,43.0
2021,New Jersey,34.1
2021,Arkansas,44.1
2021,Connecticut,26.6
2021,Puerto Rico,40.2
2021,Vermont,28.2
2021,Nevada,36.2
2021,Minnesota,33.7
2021,Virgin Islands,18.1
2021,Texas,37.1
2021,Iowa,37.9
2021,District of Columbia,20.7
2021,Louisiana,45.9
2021,Mississippi,40.5
2021,Arkansas,28.4
2021,Georgia,42.7
2021,Maine,31.6
2021,Delaware,34.0
2021,Indiana,34.4
2021,Hawaii,34.6
2021,Oregon,34.4
2021,Wisconsin,33.4
2021,California,26.3
2021,Montana,30.9
2021,District of Columbia,34.8
2021,Oregon,30.4
2021,Alaska,37.1
2021,Massachusetts,12.8
2021,Massachusetts,30.1
2021,New Jersey,28.1
2021,Illinois,10.6
2021,South Carolina,28.3
2021,Montana,31.8
2021,Utah,34.8
2021,Colorado,31.6
2021,Maine,25.6
2021,Kansas,38.0
2021,Virginia,38.1
2021,Kansas,35.3
2021,New Jersey,32.8
2021,South Dakota,37.0
2021,Ohio,41.8
2021,Oklahoma,32.8
2021,Washington,33.0
2021,Tennessee,38.6
2021,Maryland,36.0
2021,Maine,32.8
2021,Michigan,31.2
2021,Oregon,29.7
2021,North Dakota,40.4
2021,South Carolina,38.3
2021,Maine,31.5
2021,Colorado,25.1
2021,Michigan,31.4
2021,Georgia,38.3
2021,Michigan,40.6
2021,South Dakota,20.8
2021,Idaho,43.7
2021,Nebraska,37.7
2021,Alabama,41.6
2021,Washington,31.5
2021,Missouri,43.2
2021,Michigan,35.6
2021,Kentucky,40.9
2021,Virginia,33.3
